key,value,date
N1549,5200.0,1995-06-01
N1549,4750.0,1995-07-01
N1549,4850.0,1995-08-01
N1549,5600.0,1995-09-01
N1550,5200.0,1990-01-01
N1550,4500.0,1990-02-01
N1550,6100.0,1990-03-01
N1550,5200.0,1990-04-01
N1550,6500.0,1990-05-01
N1550,6750.0,1990-06-01
N1550,5200.0,1990-07-01
N1550,7750.0,1990-08-01
N1550,8550.0,1990-09-01
N1550,7800.0,1990-10-01
N1550,7500.0,1990-11-01
N1550,6450.0,1990-12-01
N1550,7300.0,1991-01-01
N1550,5850.0,1991-02-01
N1550,6450.0,1991-03-01
N1550,7300.0,1991-04-01
N1550,6600.0,1991-05-01
N1550,6250.0,1991-06-01
N1550,8950.0,1991-07-01
N1550,7850.0,1991-08-01
N1550,5700.0,1991-09-01
N1550,6500.0,1991-10-01
N1550,7600.0,1991-11-01
N1550,6350.0,1991-12-01
N1550,8100.0,1992-01-01
N1550,7000.0,1992-02-01
N1550,6200.0,1992-03-01
N1550,6450.0,1992-04-01
N1550,7200.0,1992-05-01
N1550,6150.0,1992-06-01
N1550,6250.0,1992-07-01
N1550,6650.0,1992-08-01
N1550,6650.0,1992-09-01
N1550,5850.0,1992-10-01
N1550,5600.0,1992-11-01
N1550,5300.0,1992-12-01
N1550,6750.0,1993-01-01
N1550,4950.0,1993-02-01
N1550,6750.0,1993-03-01
N1550,5850.0,1993-04-01
N1550,5800.0,1993-05-01
N1550,6150.0,1993-06-01
N1550,8850.0,1993-07-01
N1550,7650.0,1993-08-01
N1550,7800.0,1993-09-01
N1550,6500.0,1993-10-01
N1550,6350.0,1993-11-01
N1550,7300.0,1993-12-01
N1550,5650.0,1994-01-01
N1550,6400.0,1994-02-01
N1550,6900.0,1994-03-01
N1550,8150.0,1994-04-01
N1550,6550.0,1994-05-01
N1550,6050.0,1994-06-01
N1550,7600.0,1994-07-01
N1550,7750.0,1994-08-01
N1550,7150.0,1994-09-01
N1550,5900.0,1994-10-01
N1550,6350.0,1994-11-01
N1550,6050.0,1994-12-01
N1550,6400.0,1995-01-01
N1550,4900.0,1995-02-01
N1550,5500.0,1995-03-01
N1550,5100.0,1995-04-01
N1550,6450.0,1995-05-01
N1550,5350.0,1995-06-01
N1550,6250.0,1995-07-01
N1550,6400.0,1995-08-01
N1550,5350.0,1995-09-01
N1551,4400.0,1990-01-01
N1551,3950.0,1990-02-01
N1551,5500.0,1990-03-01
N1551,3900.0,1990-04-01
N1551,5100.0,1990-05-01
N1551,5250.0,1990-06-01
N1551,3750.0,1990-07-01
N1551,6050.0,1990-08-01
N1551,5850.0,1990-09-01
N1551,5850.0,1990-10-01
N1551,5000.0,1990-11-01
N1551,5600.0,1990-12-01
N1551,5900.0,1991-01-01
N1551,4200.0,1991-02-01
N1551,5200.0,1991-03-01
N1551,6250.0,1991-04-01
N1551,6000.0,1991-05-01
N1551,6850.0,1991-06-01
N1551,6650.0,1991-07-01
N1551,7700.0,1991-08-01
N1551,4950.0,1991-09-01
N1551,5450.0,1991-10-01
N1551,6200.0,1991-11-01
N1551,4750.0,1991-12-01
N1551,8400.0,1992-01-01
N1551,4850.0,1992-02-01
N1551,4450.0,1992-03-01
N1551,5000.0,1992-04-01
N1551,6700.0,1992-05-01
N1551,4750.0,1992-06-01
N1551,6100.0,1992-07-01
N1551,7050.0,1992-08-01
N1551,6050.0,1992-09-01
N1551,6100.0,1992-10-01
N1551,5800.0,1992-11-01
N1551,5150.0,1992-12-01
N1551,4550.0,1993-01-01
N1551,4850.0,1993-02-01
N1551,5350.0,1993-03-01
N1551,6200.0,1993-04-01
N1551,4200.0,1993-05-01
N1551,5800.0,1993-06-01
N1551,6100.0,1993-07-01
N1551,7550.0,1993-08-01
N1551,6100.0,1993-09-01
N1551,5400.0,1993-10-01
N1551,6150.0,1993-11-01
N1551,5600.0,1993-12-01
N1551,5300.0,1994-01-01
N1551,4950.0,1994-02-01
N1551,6250.0,1994-03-01
N1551,3950.0,1994-04-01
N1551,4350.0,1994-05-01
N1551,6100.0,1994-06-01
N1551,5450.0,1994-07-01
N1551,7200.0,1994-08-01
N1551,5050.0,1994-09-01
N1551,5250.0,1994-10-01
N1551,5100.0,1994-11-01
N1551,4950.0,1994-12-01
N1551,5100.0,1995-01-01
N1551,4500.0,1995-02-01
N1551,5550.0,1995-03-01
N1551,4850.0,1995-04-01
N1551,5100.0,1995-05-01
N1551,5100.0,1995-06-01
N1551,5250.0,1995-07-01
N1551,5350.0,1995-08-01
N1551,5550.0,1995-09-01
N1552,3400.0,1990-01-01
N1552,2400.0,1990-02-01
N1552,4450.0,1990-03-01
N1552,2750.0,1990-04-01
N1552,3250.0,1990-05-01
N1552,4500.0,1990-06-01
N1552,2250.0,1990-07-01
N1552,5850.0,1990-08-01
N1552,5250.0,1990-09-01
N1552,4200.0,1990-10-01
N1552,3700.0,1990-11-01
N1552,4250.0,1990-12-01
N1552,4250.0,1991-01-01
N1552,3450.0,1991-02-01
N1552,2800.0,1991-03-01
N1552,4900.0,1991-04-01
N1552,4700.0,1991-05-01
N1552,4500.0,1991-06-01
N1552,5000.0,1991-07-01
N1552,4750.0,1991-08-01
N1552,3800.0,1991-09-01
N1552,4050.0,1991-10-01
N1552,4450.0,1991-11-01
N1552,4650.0,1991-12-01
N1552,6000.0,1992-01-01
N1552,3900.0,1992-02-01
N1552,3650.0,1992-03-01
N1552,3450.0,1992-04-01
N1552,5400.0,1992-05-01
N1552,3650.0,1992-06-01
N1552,3800.0,1992-07-01
N1552,3600.0,1992-08-01
N1552,3950.0,1992-09-01
N1552,3700.0,1992-10-01
N1552,4100.0,1992-11-01
N1552,3450.0,1992-12-01
N1552,3100.0,1993-01-01
N1552,3300.0,1993-02-01
N1552,3300.0,1993-03-01
N1552,4450.0,1993-04-01
N1552,2950.0,1993-05-01
N1552,4150.0,1993-06-01
N1552,4350.0,1993-07-01
N1552,3650.0,1993-08-01
N1552,4600.0,1993-09-01
N1552,3650.0,1993-10-01
N1552,3350.0,1993-11-01
N1552,5100.0,1993-12-01
N1552,4150.0,1994-01-01
N1552,3500.0,1994-02-01
N1552,4950.0,1994-03-01
N1552,3550.0,1994-04-01
N1552,3750.0,1994-05-01
N1552,3550.0,1994-06-01
N1552,3900.0,1994-07-01
N1552,4550.0,1994-08-01
N1552,4150.0,1994-09-01
N1552,2950.0,1994-10-01
N1552,4700.0,1994-11-01
N1552,3100.0,1994-12-01
N1552,3350.0,1995-01-01
N1552,2150.0,1995-02-01
N1552,4000.0,1995-03-01
N1552,3900.0,1995-04-01
N1552,3100.0,1995-05-01
N1552,4050.0,1995-06-01
N1552,2500.0,1995-07-01
N1552,3700.0,1995-08-01
N1552,4600.0,1995-09-01
N1553,950.0,1990-01-01
N1553,950.0,1990-02-01
N1553,2100.0,1990-03-01
N1553,2350.0,1990-04-01
N1553,2100.0,1990-05-01
N1553,2400.0,1990-06-01
N1553,2200.0,1990-07-01
N1553,2700.0,1990-08-01
N1553,3000.0,1990-09-01
N1553,3100.0,1990-10-01
N1553,5050.0,1990-11-01
N1553,1550.0,1990-12-01
N1553,3550.0,1991-01-01
N1553,2700.0,1991-02-01
N1553,3250.0,1991-03-01
N1553,2800.0,1991-04-01
N1553,2700.0,1991-05-01
N1553,2800.0,1991-06-01
N1553,3000.0,1991-07-01
N1553,4250.0,1991-08-01
N1553,4250.0,1991-09-01
N1553,4900.0,1991-10-01
N1553,4250.0,1991-11-01
N1553,3900.0,1991-12-01
N1553,5450.0,1992-01-01
N1553,3800.0,1992-02-01
N1553,5050.0,1992-03-01
N1553,4350.0,1992-04-01
N1553,6300.0,1992-05-01
N1553,5750.0,1992-06-01
N1553,5900.0,1992-07-01
N1553,5400.0,1992-08-01
N1553,6150.0,1992-09-01
N1553,5500.0,1992-10-01
N1553,5750.0,1992-11-01
N1553,7600.0,1992-12-01
N1553,6300.0,1993-01-01
N1553,5200.0,1993-02-01
N1553,8250.0,1993-03-01
N1553,7050.0,1993-04-01
N1553,5900.0,1993-05-01
N1553,7000.0,1993-06-01
N1553,8800.0,1993-07-01
N1553,7350.0,1993-08-01
N1553,7700.0,1993-09-01
N1553,7450.0,1993-10-01
N1553,6900.0,1993-11-01
N1553,8900.0,1993-12-01
N1553,9350.0,1994-01-01
N1553,6300.0,1994-02-01
N1553,7950.0,1994-03-01
N1553,8450.0,1994-04-01
N1553,8600.0,1994-05-01
N1553,8100.0,1994-06-01
N1553,8750.0,1994-07-01
N1553,10650.0,1994-08-01
N1553,7700.0,1994-09-01
N1553,7100.0,1994-10-01
N1553,8400.0,1994-11-01
N1553,8600.0,1994-12-01
N1553,8400.0,1995-01-01
N1553,7450.0,1995-02-01
N1553,8150.0,1995-03-01
N1553,6850.0,1995-04-01
N1553,7600.0,1995-05-01
N1553,8250.0,1995-06-01
N1553,9300.0,1995-07-01
N1553,9650.0,1995-08-01
N1553,6850.0,1995-09-01
N1554,700.0,1990-01-01
N1554,900.0,1990-02-01
N1554,1550.0,1990-03-01
N1554,1350.0,1990-04-01
N1554,1750.0,1990-05-01
N1554,2150.0,1990-06-01
N1554,1550.0,1990-07-01
N1554,2650.0,1990-08-01
N1554,2150.0,1990-09-01
N1554,2900.0,1990-10-01
N1554,3150.0,1990-11-01
N1554,1050.0,1990-12-01
N1554,2650.0,1991-01-01
N1554,2000.0,1991-02-01
N1554,2450.0,1991-03-01
N1554,2550.0,1991-04-01
N1554,1800.0,1991-05-01
N1554,2600.0,1991-06-01
N1554,2750.0,1991-07-01
N1554,4300.0,1991-08-01
N1554,2850.0,1991-09-01
N1554,3700.0,1991-10-01
N1554,4500.0,1991-11-01
N1554,3500.0,1991-12-01
N1554,3950.0,1992-01-01
N1554,3200.0,1992-02-01
N1554,3550.0,1992-03-01
N1554,4050.0,1992-04-01
N1554,5750.0,1992-05-01
N1554,5350.0,1992-06-01
N1554,4000.0,1992-07-01
N1554,4650.0,1992-08-01
N1554,5300.0,1992-09-01
N1554,5800.0,1992-10-01
N1554,4800.0,1992-11-01
N1554,6200.0,1992-12-01
N1554,5500.0,1993-01-01
N1554,4250.0,1993-02-01
N1554,5400.0,1993-03-01
N1554,5550.0,1993-04-01
N1554,5000.0,1993-05-01
N1554,7050.0,1993-06-01
N1554,6900.0,1993-07-01
N1554,7750.0,1993-08-01
N1554,6400.0,1993-09-01
N1554,6050.0,1993-10-01
N1554,6250.0,1993-11-01
N1554,7650.0,1993-12-01
N1554,7750.0,1994-01-01
N1554,5550.0,1994-02-01
N1554,7150.0,1994-03-01
N1554,7600.0,1994-04-01
N1554,6050.0,1994-05-01
N1554,7500.0,1994-06-01
N1554,7600.0,1994-07-01
N1554,8400.0,1994-08-01
N1554,7950.0,1994-09-01
N1554,6700.0,1994-10-01
N1554,7650.0,1994-11-01
N1554,6850.0,1994-12-01
N1554,7150.0,1995-01-01
N1554,5850.0,1995-02-01
N1554,7450.0,1995-03-01
N1554,5900.0,1995-04-01
N1554,6800.0,1995-05-01
N1554,8050.0,1995-06-01
N1554,6700.0,1995-07-01
N1554,7650.0,1995-08-01
N1554,7050.0,1995-09-01
N1555,2700.0,1990-01-01
N1555,1650.0,1990-02-01
N1555,3400.0,1990-03-01
N1555,3100.0,1990-04-01
N1555,3550.0,1990-05-01
N1555,3250.0,1990-06-01
N1555,3350.0,1990-07-01
N1555,4000.0,1990-08-01
N1555,4150.0,1990-09-01
N1555,4350.0,1990-10-01
N1555,4100.0,1990-11-01
N1555,2600.0,1990-12-01
N1555,3550.0,1991-01-01
N1555,3800.0,1991-02-01
N1555,2550.0,1991-03-01
N1555,3500.0,1991-04-01
N1555,3500.0,1991-05-01
N1555,4700.0,1991-06-01
N1555,4700.0,1991-07-01
N1555,3700.0,1991-08-01
N1555,3500.0,1991-09-01
N1555,3850.0,1991-10-01
N1555,6300.0,1991-11-01
N1555,5100.0,1991-12-01
N1555,8250.0,1992-01-01
N1555,4700.0,1992-02-01
N1555,4950.0,1992-03-01
N1555,5250.0,1992-04-01
N1555,5450.0,1992-05-01
N1555,5450.0,1992-06-01
N1555,7250.0,1992-07-01
N1555,5250.0,1992-08-01
N1555,5950.0,1992-09-01
N1555,5750.0,1992-10-01
N1555,5800.0,1992-11-01
N1555,8150.0,1992-12-01
N1555,7700.0,1993-01-01
N1555,6100.0,1993-02-01
N1555,8650.0,1993-03-01
N1555,6350.0,1993-04-01
N1555,6550.0,1993-05-01
N1555,7850.0,1993-06-01
N1555,6600.0,1993-07-01
N1555,7200.0,1993-08-01
N1555,6250.0,1993-09-01
N1555,6150.0,1993-10-01
N1555,6700.0,1993-11-01
N1555,9400.0,1993-12-01
N1555,8400.0,1994-01-01
N1555,7700.0,1994-02-01
N1555,9500.0,1994-03-01
N1555,7050.0,1994-04-01
N1555,6450.0,1994-05-01
N1555,9450.0,1994-06-01
N1555,5400.0,1994-07-01
N1555,10900.0,1994-08-01
N1555,9400.0,1994-09-01
N1555,8800.0,1994-10-01
N1555,10800.0,1994-11-01
N1555,10050.0,1994-12-01
N1555,10550.0,1995-01-01
N1555,9650.0,1995-02-01
N1555,10150.0,1995-03-01
N1555,8150.0,1995-04-01
N1555,8250.0,1995-05-01
N1555,8800.0,1995-06-01
N1555,9850.0,1995-07-01
N1555,9650.0,1995-08-01
N1555,9650.0,1995-09-01
N1556,1070.0,1990-01-01
N1556,1060.0,1990-02-01
N1556,1260.0,1990-03-01
N1556,1310.0,1990-04-01
N1556,1090.0,1990-05-01
N1556,1240.0,1990-06-01
N1556,1080.0,1990-07-01
N1556,1500.0,1990-08-01
N1556,1320.0,1990-09-01
N1556,1580.0,1990-10-01
N1556,1400.0,1990-11-01
N1556,1120.0,1990-12-01
N1556,1270.0,1991-01-01
N1556,1640.0,1991-02-01
N1556,1230.0,1991-03-01
N1556,1390.0,1991-04-01
N1556,1890.0,1991-05-01
N1556,1590.0,1991-06-01
N1556,1660.0,1991-07-01
N1556,1620.0,1991-08-01
N1556,1950.0,1991-09-01
N1556,2330.0,1991-10-01
N1556,2510.0,1991-11-01
N1556,2200.0,1991-12-01
N1556,2840.0,1992-01-01
N1556,2600.0,1992-02-01
N1556,2510.0,1992-03-01
N1556,2530.0,1992-04-01
N1556,2990.0,1992-05-01
N1556,2760.0,1992-06-01
N1556,3200.0,1992-07-01
N1556,2810.0,1992-08-01
N1556,2470.0,1992-09-01
N1556,2760.0,1992-10-01
N1556,3460.0,1992-11-01
N1556,3330.0,1992-12-01
N1556,3530.0,1993-01-01
N1556,3520.0,1993-02-01
N1556,4110.0,1993-03-01
N1556,3630.0,1993-04-01
N1556,3270.0,1993-05-01
N1556,4230.0,1993-06-01
N1556,4040.0,1993-07-01
N1556,3360.0,1993-08-01
N1556,4390.0,1993-09-01
N1556,4320.0,1993-10-01
N1556,4080.0,1993-11-01
N1556,5250.0,1993-12-01
N1556,4900.0,1994-01-01
N1556,4520.0,1994-02-01
N1556,5590.0,1994-03-01
N1556,4130.0,1994-04-01
N1556,4340.0,1994-05-01
N1556,4630.0,1994-06-01
N1556,3940.0,1994-07-01
N1556,5640.0,1994-08-01
N1556,5230.0,1994-09-01
N1556,5220.0,1994-10-01
N1556,5420.0,1994-11-01
N1556,5120.0,1994-12-01
N1556,5610.0,1995-01-01
N1556,4940.0,1995-02-01
N1556,5130.0,1995-03-01
N1556,4400.0,1995-04-01
N1556,5350.0,1995-05-01
N1556,4960.0,1995-06-01
N1556,5420.0,1995-07-01
N1556,5770.0,1995-08-01
N1556,4710.0,1995-09-01
N1557,1420.0,1990-01-01
N1557,1050.0,1990-02-01
N1557,1610.0,1990-03-01
N1557,1660.0,1990-04-01
N1557,1460.0,1990-05-01
N1557,1540.0,1990-06-01
N1557,1560.0,1990-07-01
N1557,2010.0,1990-08-01
N1557,1850.0,1990-09-01
N1557,2180.0,1990-10-01
N1557,1950.0,1990-11-01
N1557,1320.0,1990-12-01
N1557,1850.0,1991-01-01
N1557,2070.0,1991-02-01
N1557,1770.0,1991-03-01
N1557,1810.0,1991-04-01
N1557,2090.0,1991-05-01
N1557,2030.0,1991-06-01
N1557,2340.0,1991-07-01
N1557,2010.0,1991-08-01
N1557,2340.0,1991-09-01
N1557,2830.0,1991-10-01
N1557,2460.0,1991-11-01
N1557,2470.0,1991-12-01
N1557,3080.0,1992-01-01
N1557,2970.0,1992-02-01
N1557,2840.0,1992-03-01
N1557,3070.0,1992-04-01
N1557,3540.0,1992-05-01
N1557,3250.0,1992-06-01
N1557,3640.0,1992-07-01
N1557,3130.0,1992-08-01
N1557,3240.0,1992-09-01
N1557,3680.0,1992-10-01
N1557,3830.0,1992-11-01
N1557,4130.0,1992-12-01
N1557,3700.0,1993-01-01
N1557,4060.0,1993-02-01
N1557,4820.0,1993-03-01
N1557,3780.0,1993-04-01
N1557,3600.0,1993-05-01
N1557,4640.0,1993-06-01
N1557,4100.0,1993-07-01
N1557,3690.0,1993-08-01
N1557,4180.0,1993-09-01
N1557,4210.0,1993-10-01
N1557,4390.0,1993-11-01
N1557,4540.0,1993-12-01
N1557,5360.0,1994-01-01
N1557,4490.0,1994-02-01
N1557,5410.0,1994-03-01
N1557,4600.0,1994-04-01
N1557,4470.0,1994-05-01
N1557,5280.0,1994-06-01
N1557,4130.0,1994-07-01
N1557,5730.0,1994-08-01
N1557,5230.0,1994-09-01
N1557,5440.0,1994-10-01
N1557,5380.0,1994-11-01
N1557,5480.0,1994-12-01
N1557,5350.0,1995-01-01
N1557,4420.0,1995-02-01
N1557,5690.0,1995-03-01
N1557,4520.0,1995-04-01
N1557,5280.0,1995-05-01
N1557,5540.0,1995-06-01
N1557,5080.0,1995-07-01
N1557,6120.0,1995-08-01
N1557,4400.0,1995-09-01
N1558,2480.0,1990-01-01
N1558,2100.0,1990-02-01
N1558,2980.0,1990-03-01
N1558,3120.0,1990-04-01
N1558,3000.0,1990-05-01
N1558,2940.0,1990-06-01
N1558,2520.0,1990-07-01
N1558,4220.0,1990-08-01
N1558,3680.0,1990-09-01
N1558,4060.0,1990-10-01
N1558,4300.0,1990-11-01
N1558,2860.0,1990-12-01
N1558,3960.0,1991-01-01
N1558,4000.0,1991-02-01
N1558,3580.0,1991-03-01
N1558,4360.0,1991-04-01
N1558,4220.0,1991-05-01
N1558,4520.0,1991-06-01
N1558,4520.0,1991-07-01
N1558,4200.0,1991-08-01
N1558,4400.0,1991-09-01
N1558,5920.0,1991-10-01
N1558,4700.0,1991-11-01
N1558,4080.0,1991-12-01
N1558,6160.0,1992-01-01
N1558,4640.0,1992-02-01
N1558,5160.0,1992-03-01
N1558,5440.0,1992-04-01
N1558,6920.0,1992-05-01
N1558,6640.0,1992-06-01
N1558,6060.0,1992-07-01
N1558,6200.0,1992-08-01
N1558,6340.0,1992-09-01
N1558,6300.0,1992-10-01
N1558,6740.0,1992-11-01
N1558,6580.0,1992-12-01
N1558,6500.0,1993-01-01
N1558,6240.0,1993-02-01
N1558,7720.0,1993-03-01
N1558,5980.0,1993-04-01
N1558,5960.0,1993-05-01
N1558,7260.0,1993-06-01
N1558,7000.0,1993-07-01
N1558,7140.0,1993-08-01
N1558,7080.0,1993-09-01
N1558,7260.0,1993-10-01
N1558,6880.0,1993-11-01
N1558,6860.0,1993-12-01
N1558,8900.0,1994-01-01
N1558,7780.0,1994-02-01
N1558,7900.0,1994-03-01
N1558,6600.0,1994-04-01
N1558,7220.0,1994-05-01
N1558,8040.0,1994-06-01
N1558,6840.0,1994-07-01
N1558,9100.0,1994-08-01
N1558,8160.0,1994-09-01
N1558,9360.0,1994-10-01
N1558,8360.0,1994-11-01
N1558,8500.0,1994-12-01
N1558,8080.0,1995-01-01
N1558,7520.0,1995-02-01
N1558,8520.0,1995-03-01
N1558,6740.0,1995-04-01
N1558,7520.0,1995-05-01
N1558,8260.0,1995-06-01
N1558,7140.0,1995-07-01
N1558,8420.0,1995-08-01
N1558,8040.0,1995-09-01
N1559,2020.0,1990-01-01
N1559,1540.0,1990-02-01
N1559,2000.0,1990-03-01
N1559,2360.0,1990-04-01
N1559,2200.0,1990-05-01
N1559,2460.0,1990-06-01
N1559,2000.0,1990-07-01
N1559,2840.0,1990-08-01
N1559,2520.0,1990-09-01
N1559,3400.0,1990-10-01
N1559,3140.0,1990-11-01
N1559,2520.0,1990-12-01
N1559,2700.0,1991-01-01
N1559,2880.0,1991-02-01
N1559,2340.0,1991-03-01
N1559,3280.0,1991-04-01
N1559,3420.0,1991-05-01
N1559,3040.0,1991-06-01
N1559,3740.0,1991-07-01
N1559,2600.0,1991-08-01
N1559,3200.0,1991-09-01
N1559,4320.0,1991-10-01
N1559,3480.0,1991-11-01
N1559,3000.0,1991-12-01
N1559,4920.0,1992-01-01
N1559,3060.0,1992-02-01
N1559,3880.0,1992-03-01
N1559,4060.0,1992-04-01
N1559,4500.0,1992-05-01
N1559,4240.0,1992-06-01
N1559,4360.0,1992-07-01
N1559,3780.0,1992-08-01
N1559,4060.0,1992-09-01
N1559,3940.0,1992-10-01
N1559,3880.0,1992-11-01
N1559,4920.0,1992-12-01
N1559,4140.0,1993-01-01
N1559,4100.0,1993-02-01
N1559,5140.0,1993-03-01
N1559,4280.0,1993-04-01
N1559,4240.0,1993-05-01
N1559,5620.0,1993-06-01
N1559,4900.0,1993-07-01
N1559,4680.0,1993-08-01
N1559,4660.0,1993-09-01
N1559,4940.0,1993-10-01
N1559,5080.0,1993-11-01
N1559,5080.0,1993-12-01
N1559,4900.0,1994-01-01
N1559,4620.0,1994-02-01
N1559,5320.0,1994-03-01
N1559,4740.0,1994-04-01
N1559,5160.0,1994-05-01
N1559,5460.0,1994-06-01
N1559,4880.0,1994-07-01
N1559,6020.0,1994-08-01
N1559,5900.0,1994-09-01
N1559,5240.0,1994-10-01
N1559,6020.0,1994-11-01
N1559,5820.0,1994-12-01
N1559,5200.0,1995-01-01
N1559,4720.0,1995-02-01
N1559,6160.0,1995-03-01
N1559,4800.0,1995-04-01
N1559,5960.0,1995-05-01
N1559,5820.0,1995-06-01
N1559,6700.0,1995-07-01
N1559,5340.0,1995-08-01
N1559,5960.0,1995-09-01
N1560,3100.0,1990-01-01
N1560,2100.0,1990-02-01
N1560,3450.0,1990-03-01
N1560,3650.0,1990-04-01
N1560,4000.0,1990-05-01
N1560,5000.0,1990-06-01
N1560,3450.0,1990-07-01
N1560,4450.0,1990-08-01
N1560,4750.0,1990-09-01
N1560,6150.0,1990-10-01
N1560,4700.0,1990-11-01
N1560,3950.0,1990-12-01
N1560,4700.0,1991-01-01
N1560,5900.0,1991-02-01
N1560,5200.0,1991-03-01
N1560,5200.0,1991-04-01
N1560,5600.0,1991-05-01
N1560,6200.0,1991-06-01
N1560,5500.0,1991-07-01
N1560,6600.0,1991-08-01
N1560,5600.0,1991-09-01
N1560,6850.0,1991-10-01
N1560,6200.0,1991-11-01
N1560,5750.0,1991-12-01
N1560,8300.0,1992-01-01
N1560,5900.0,1992-02-01
N1560,6000.0,1992-03-01
N1560,7000.0,1992-04-01
N1560,9100.0,1992-05-01
N1560,6900.0,1992-06-01
N1560,6350.0,1992-07-01
N1560,8200.0,1992-08-01
N1560,7500.0,1992-09-01
N1560,7400.0,1992-10-01
N1560,7900.0,1992-11-01
N1560,8050.0,1992-12-01
N1560,7850.0,1993-01-01
N1560,6550.0,1993-02-01
N1560,7800.0,1993-03-01
N1560,8250.0,1993-04-01
N1560,6150.0,1993-05-01
N1560,9550.0,1993-06-01
N1560,8250.0,1993-07-01
N1560,8950.0,1993-08-01
N1560,7450.0,1993-09-01
N1560,6800.0,1993-10-01
N1560,7200.0,1993-11-01
N1560,9400.0,1993-12-01
N1560,8350.0,1994-01-01
N1560,7500.0,1994-02-01
N1560,10400.0,1994-03-01
N1560,7800.0,1994-04-01
N1560,8000.0,1994-05-01
N1560,8150.0,1994-06-01
N1560,8000.0,1994-07-01
N1560,11200.0,1994-08-01
N1560,8450.0,1994-09-01
N1560,9850.0,1994-10-01
N1560,9800.0,1994-11-01
N1560,9400.0,1994-12-01
N1560,9300.0,1995-01-01
N1560,8200.0,1995-02-01
N1560,9200.0,1995-03-01
N1560,9050.0,1995-04-01
N1560,9500.0,1995-05-01
N1560,9900.0,1995-06-01
N1560,8200.0,1995-07-01
N1560,9950.0,1995-08-01
N1560,9850.0,1995-09-01
N1561,2800.0,1990-01-01
N1561,1200.0,1990-02-01
N1561,2500.0,1990-03-01
N1561,2800.0,1990-04-01
N1561,3050.0,1990-05-01
N1561,3050.0,1990-06-01
N1561,2500.0,1990-07-01
N1561,3950.0,1990-08-01
N1561,3750.0,1990-09-01
N1561,4650.0,1990-10-01
N1561,3850.0,1990-11-01
N1561,2250.0,1990-12-01
N1561,2750.0,1991-01-01
N1561,3950.0,1991-02-01
N1561,3050.0,1991-03-01
N1561,3750.0,1991-04-01
N1561,3600.0,1991-05-01
N1561,4900.0,1991-06-01
N1561,5350.0,1991-07-01
N1561,4450.0,1991-08-01
N1561,4250.0,1991-09-01
N1561,4050.0,1991-10-01
N1561,5100.0,1991-11-01
N1561,3900.0,1991-12-01
N1561,5300.0,1992-01-01
N1561,4700.0,1992-02-01
N1561,4250.0,1992-03-01
N1561,5900.0,1992-04-01
N1561,5650.0,1992-05-01
N1561,5350.0,1992-06-01
N1561,5350.0,1992-07-01
N1561,5000.0,1992-08-01
N1561,4750.0,1992-09-01
N1561,6900.0,1992-10-01
N1561,5350.0,1992-11-01
N1561,7550.0,1992-12-01
N1561,5600.0,1993-01-01
N1561,4800.0,1993-02-01
N1561,6600.0,1993-03-01
N1561,5650.0,1993-04-01
N1561,4600.0,1993-05-01
N1561,6300.0,1993-06-01
N1561,5700.0,1993-07-01
N1561,6500.0,1993-08-01
N1561,7600.0,1993-09-01
N1561,4750.0,1993-10-01
N1561,4900.0,1993-11-01
N1561,7500.0,1993-12-01
N1561,6000.0,1994-01-01
N1561,5800.0,1994-02-01
N1561,7800.0,1994-03-01
N1561,6750.0,1994-04-01
N1561,5950.0,1994-05-01
N1561,8400.0,1994-06-01
N1561,5150.0,1994-07-01
N1561,9000.0,1994-08-01
N1561,8050.0,1994-09-01
N1561,6250.0,1994-10-01
N1561,8000.0,1994-11-01
N1561,6100.0,1994-12-01
N1561,6300.0,1995-01-01
N1561,5700.0,1995-02-01
N1561,5950.0,1995-03-01
N1561,5900.0,1995-04-01
N1561,7700.0,1995-05-01
N1561,8250.0,1995-06-01
N1561,6650.0,1995-07-01
N1561,7500.0,1995-08-01
N1561,5800.0,1995-09-01
N1562,2650.0,1990-01-01
N1562,1750.0,1990-02-01
N1562,2450.0,1990-03-01
N1562,2050.0,1990-04-01
N1562,3450.0,1990-05-01
N1562,3300.0,1990-06-01
N1562,2600.0,1990-07-01
N1562,3550.0,1990-08-01
N1562,3550.0,1990-09-01
N1562,4400.0,1990-10-01
N1562,4350.0,1990-11-01
N1562,2500.0,1990-12-01
N1562,3200.0,1991-01-01
N1562,3350.0,1991-02-01
N1562,3450.0,1991-03-01
N1562,4200.0,1991-04-01
N1562,6600.0,1991-05-01
N1562,4900.0,1991-06-01
N1562,5250.0,1991-07-01
N1562,4450.0,1991-08-01
N1562,4300.0,1991-09-01
N1562,4500.0,1991-10-01
N1562,5600.0,1991-11-01
N1562,4750.0,1991-12-01
N1562,6000.0,1992-01-01
N1562,4500.0,1992-02-01
N1562,4100.0,1992-03-01
N1562,5600.0,1992-04-01
N1562,6650.0,1992-05-01
N1562,5400.0,1992-06-01
N1562,5000.0,1992-07-01
N1562,6400.0,1992-08-01
N1562,4700.0,1992-09-01
N1562,6950.0,1992-10-01
N1562,6550.0,1992-11-01
N1562,8250.0,1992-12-01
N1562,5200.0,1993-01-01
N1562,5200.0,1993-02-01
N1562,5600.0,1993-03-01
N1562,6000.0,1993-04-01
N1562,5300.0,1993-05-01
N1562,7100.0,1993-06-01
