key,week_num,value,date
W1,824,3099.7,1985-10-07
W1,825,3099.7,1985-10-14
W1,826,3080.25,1985-10-21
W1,827,3080.25,1985-10-28
W1,828,3126.08,1985-11-04
W1,829,3126.08,1985-11-11
W1,830,3143.45,1985-11-18
W1,831,3143.45,1985-11-25
W1,832,3163.78,1985-12-02
W1,833,3163.78,1985-12-09
W1,834,3142.85,1985-12-16
W1,835,3142.85,1985-12-23
W1,836,3153.73,1985-12-30
W1,837,3153.73,1986-01-06
W1,838,3086.47,1986-01-13
W1,839,3086.47,1986-01-20
W1,840,3047.63,1986-01-27
W1,841,3047.63,1986-02-03
W1,842,3070.65,1986-02-10
W1,843,3070.65,1986-02-17
W1,844,3083.74,1986-02-24
W1,845,3083.74,1986-03-03
W1,846,3120.45,1986-03-10
W1,847,3120.45,1986-03-17
W1,848,3113.53,1986-03-24
W1,849,3113.53,1986-03-31
W1,850,3155.26,1986-04-07
W1,851,3155.26,1986-04-14
W1,852,3131.26,1986-04-21
W1,853,3131.26,1986-04-28
W1,854,3143.69,1986-05-05
W1,855,3143.69,1986-05-12
W1,856,3138.82,1986-05-19
W1,857,3138.82,1986-05-26
W1,858,3179.46,1986-06-02
W1,859,3179.46,1986-06-09
W1,860,3174.36,1986-06-16
W1,861,3174.36,1986-06-23
W1,862,3206.69,1986-06-30
W1,863,3206.69,1986-07-07
W1,864,3198.85,1986-07-14
W1,865,3198.85,1986-07-21
W1,866,3192.18,1986-07-28
W1,867,3192.18,1986-08-04
W1,868,3198.96,1986-08-11
W1,869,3198.96,1986-08-18
W1,870,3208.52,1986-08-25
W1,871,3208.52,1986-09-01
W1,872,3239.65,1986-09-08
W1,873,3239.65,1986-09-15
W1,874,3196.53,1986-09-22
W1,875,3196.53,1986-09-29
W1,876,3234.09,1986-10-06
W1,877,3234.09,1986-10-13
W1,878,3228.57,1986-10-20
W1,879,3228.57,1986-10-27
W1,880,3277.38,1986-11-03
W1,881,3277.38,1986-11-10
W1,882,3279.1,1986-11-17
W1,883,3279.1,1986-11-24
W1,884,3337.05,1986-12-01
W1,885,3337.05,1986-12-08
W1,886,3352.21,1986-12-15
W1,887,3352.21,1986-12-22
W1,888,3390.02,1986-12-29
W1,889,3390.02,1987-01-05
W1,890,3334.38,1987-01-12
W1,891,3334.38,1987-01-19
W1,892,3274.98,1987-01-26
W1,893,3274.98,1987-02-02
W1,894,3316.82,1987-02-09
W1,895,3316.82,1987-02-16
W1,896,3324.97,1987-02-23
W1,897,3324.97,1987-03-02
W1,898,3367.36,1987-03-09
W1,899,3367.36,1987-03-16
W1,900,3353.21,1987-03-23
W1,901,3353.21,1987-03-30
W1,902,3331.12,1987-04-06
W1,903,3331.12,1987-04-13
W1,904,3328.98,1987-04-20
W1,905,3328.98,1987-04-27
W1,906,3342.73,1987-05-04
W1,907,3342.73,1987-05-11
W1,908,3341.83,1987-05-18
W1,909,3341.83,1987-05-25
W1,910,3366.65,1987-06-01
W1,911,3366.65,1987-06-08
W1,912,3368.61,1987-06-15
W1,913,3368.61,1987-06-22
W1,914,3383.74,1987-06-29
W1,915,3383.74,1987-07-06
W1,916,3412.58,1987-07-13
W1,917,3412.58,1987-07-20
W1,918,3409.48,1987-07-27
W1,919,3409.48,1987-08-03
W1,920,3435.06,1987-08-10
W1,921,3435.06,1987-08-17
W1,922,3425.61,1987-08-24
W1,923,3425.61,1987-08-31
W1,924,3486.57,1987-09-07
W1,925,3486.57,1987-09-14
W1,926,3457.7,1987-09-21
W1,927,3457.7,1987-09-28
W1,928,3493.65,1987-10-05
W1,929,3493.65,1987-10-12
W1,930,3494.49,1987-10-19
W1,931,3494.49,1987-10-26
W1,932,3535.56,1987-11-02
W1,933,3535.56,1987-11-09
W1,934,3570.15,1987-11-16
W1,935,3570.15,1987-11-23
W1,936,3580.77,1987-11-30
W1,937,3580.77,1987-12-07
W1,938,3613.3,1987-12-14
W1,939,3613.3,1987-12-21
W1,940,3672.12,1987-12-28
W1,941,3672.12,1988-01-04
W1,942,3617.9,1988-01-11
W1,943,3617.9,1988-01-18
W1,944,3556.21,1988-01-25
W1,945,3556.21,1988-02-01
W1,946,3594.07,1988-02-08
W1,947,3594.07,1988-02-15
W1,948,3607.62,1988-02-22
W1,949,3607.62,1988-02-29
W1,950,3624.84,1988-03-07
W1,951,3624.84,1988-03-14
W1,952,3633.83,1988-03-21
W1,953,3633.83,1988-03-28
W1,954,3680.66,1988-04-04
W1,955,3680.66,1988-04-11
W1,956,3696.72,1988-04-18
W1,957,3696.72,1988-04-25
W1,958,3685.67,1988-05-02
W1,959,3685.67,1988-05-09
W1,960,3712.99,1988-05-16
W1,961,3712.99,1988-05-23
W1,962,3750.43,1988-05-30
W1,963,3750.43,1988-06-06
W1,964,3754.87,1988-06-13
W1,965,3754.87,1988-06-20
W1,966,3775.76,1988-06-27
W1,967,3775.76,1988-07-04
W1,968,3810.85,1988-07-11
W1,969,3810.85,1988-07-18
W1,970,3774.55,1988-07-25
W1,971,3774.55,1988-08-01
W1,972,3816.6,1988-08-08
W1,973,3816.6,1988-08-15
W1,974,3811.23,1988-08-22
W1,975,3811.23,1988-08-29
W1,976,3857.09,1988-09-05
W1,977,3857.09,1988-09-12
W1,978,3837.53,1988-09-19
W1,979,3837.53,1988-09-26
W1,980,3875.73,1988-10-03
W1,981,3875.73,1988-10-10
W1,982,3886.88,1988-10-17
W1,983,3886.88,1988-10-24
W1,984,3887.37,1988-10-31
W1,985,3887.37,1988-11-07
W1,986,3930.09,1988-11-14
W1,987,3930.09,1988-11-21
W1,988,3948.84,1988-11-28
W1,989,3948.84,1988-12-05
W1,990,3978.31,1988-12-12
W1,991,3978.31,1988-12-19
W1,992,4032.32,1988-12-26
W1,993,4032.32,1989-01-02
W1,994,3992.45,1989-01-09
W1,995,3992.45,1989-01-16
W1,996,3938.16,1989-01-23
W1,997,3938.16,1989-01-30
W1,998,3969.83,1989-02-06
W1,999,3969.83,1989-02-13
W1,1000,3997.12,1989-02-20
W1,1001,3997.12,1989-02-27
W1,1002,4001.02,1989-03-06
W1,1003,4001.02,1989-03-13
W1,1004,4011.4,1989-03-20
W1,1005,4011.4,1989-03-27
W1,1006,4064.97,1989-04-03
W1,1007,4064.97,1989-04-10
W1,1008,4077.1,1989-04-17
W1,1009,4077.1,1989-04-24
W1,1010,4053.5,1989-05-01
W1,1011,4053.5,1989-05-08
W1,1012,4069.73,1989-05-15
W1,1013,4069.73,1989-05-22
W1,1014,4105.43,1989-05-29
W1,1015,4105.43,1989-06-05
W1,1016,4110.65,1989-06-12
W1,1017,4110.65,1989-06-19
W1,1018,4135.6,1989-06-26
W1,1019,4135.6,1989-07-03
W1,1020,4169.41,1989-07-10
W1,1021,4169.41,1989-07-17
W1,1022,4133.43,1989-07-24
W1,1023,4133.43,1989-07-31
W1,1024,4159.5,1989-08-07
W1,1025,4159.5,1989-08-14
W1,1026,4149.87,1989-08-21
W1,1027,4149.87,1989-08-28
W1,1028,4183.5,1989-09-04
W1,1029,4183.5,1989-09-11
W1,1030,4152.23,1989-09-18
W1,1031,4152.23,1989-09-25
W1,1032,4179.83,1989-10-02
W1,1033,4179.83,1989-10-09
W1,1034,4190.46,1989-10-16
W1,1035,4190.46,1989-10-23
W1,1036,4193.21,1989-10-30
W1,1037,4193.21,1989-11-06
W1,1038,4243.71,1989-11-13
W1,1039,4243.71,1989-11-20
W1,1040,4252.58,1989-11-27
W1,1041,4252.58,1989-12-04
W1,1042,4267.45,1989-12-11
W1,1043,4267.45,1989-12-18
W1,1044,4331.93,1989-12-25
W1,1045,4331.93,1990-01-01
W1,1046,4290.49,1990-01-08
W1,1047,4290.49,1990-01-15
W1,1048,4210.33,1990-01-22
W1,1049,4210.33,1990-01-29
W1,1050,4219.9,1990-02-05
W1,1051,4219.9,1990-02-12
W1,1052,4240.14,1990-02-19
W1,1053,4240.14,1990-02-26
W1,1054,4267.51,1990-03-05
W1,1055,4267.51,1990-03-12
W1,1056,4284.58,1990-03-19
W1,1057,4284.58,1990-03-26
W1,1058,4313.1,1990-04-02
W1,1059,4313.1,1990-04-09
W1,1060,4355.11,1990-04-16
W1,1061,4355.11,1990-04-23
W1,1062,4333.34,1990-04-30
W1,1063,4333.34,1990-05-07
W1,1064,4338.88,1990-05-14
W1,1065,4338.88,1990-05-21
W1,1066,4352.12,1990-05-28
W1,1067,4352.12,1990-06-04
W1,1068,4347.66,1990-06-11
W1,1069,4347.66,1990-06-18
W1,1070,4346.87,1990-06-25
W1,1071,4346.87,1990-07-02
W1,1072,4378.84,1990-07-09
W1,1073,4378.84,1990-07-16
W1,1074,4341.29,1990-07-23
W1,1075,4341.29,1990-07-30
W1,1076,4364.85,1990-08-06
W1,1077,4364.85,1990-08-13
W1,1078,4346.43,1990-08-20
W1,1079,4346.43,1990-08-27
W1,1080,4378.73,1990-09-03
W1,1081,4378.73,1990-09-10
W1,1082,4349.66,1990-09-17
W1,1083,4349.66,1990-09-24
W1,1084,4360.3,1990-10-01
W1,1085,4360.3,1990-10-08
W1,1086,4373.58,1990-10-15
W1,1087,4373.58,1990-10-22
W1,1088,4357.2,1990-10-29
W1,1089,4357.2,1990-11-05
W1,1090,4391.44,1990-11-12
W1,1091,4391.44,1990-11-19
W1,1092,4423.77,1990-11-26
W1,1093,4423.77,1990-12-03
W1,1094,4431.93,1990-12-10
W1,1095,4431.93,1990-12-17
W1,1096,4510.98,1990-12-24
W1,1097,4510.98,1990-12-31
W1,1098,4457.56,1991-01-07
W1,1099,4457.56,1991-01-14
W1,1100,4357.03,1991-01-21
W1,1101,4357.03,1991-01-28
W1,1102,4342.64,1991-02-04
W1,1103,4342.64,1991-02-11
W1,1104,4368.98,1991-02-18
W1,1105,4368.98,1991-02-25
W1,1106,4394.35,1991-03-04
W1,1107,4394.35,1991-03-11
W1,1108,4406.32,1991-03-18
W1,1109,4406.32,1991-03-25
W1,1110,4431.49,1991-04-01
W1,1111,4431.49,1991-04-08
W1,1112,4446.05,1991-04-15
W1,1113,4446.05,1991-04-22
W1,1114,4408.9,1991-04-29
W1,1115,4408.9,1991-05-06
W1,1116,4426.48,1991-05-13
W1,1117,4426.48,1991-05-20
W1,1118,4454.72,1991-05-27
W1,1119,4454.72,1991-06-03
W1,1120,4458.01,1991-06-10
W1,1121,4458.01,1991-06-17
W1,1122,4476.48,1991-06-24
W1,1123,4476.48,1991-07-01
W1,1124,4519.88,1991-07-08
W1,1125,4519.88,1991-07-15
W1,1126,4481.43,1991-07-22
W1,1127,4481.43,1991-07-29
W1,1128,4506.93,1991-08-05
W1,1129,4506.93,1991-08-12
W1,1130,4504.92,1991-08-19
W1,1131,4504.92,1991-08-26
W1,1132,4538.91,1991-09-02
W1,1133,4538.91,1991-09-09
W1,1134,4508.8,1991-09-16
W1,1135,4508.8,1991-09-23
W1,1136,4506.99,1991-09-30
W1,1137,4506.99,1991-10-07
W1,1138,4535.98,1991-10-14
W1,1139,4535.98,1991-10-21
W1,1140,4525.9,1991-10-28
W1,1141,4525.9,1991-11-04
W1,1142,4567.08,1991-11-11
W1,1143,4567.08,1991-11-18
W1,1144,4600.86,1991-11-25
W1,1145,4600.86,1991-12-02
W1,1146,4623.64,1991-12-09
W1,1147,4623.64,1991-12-16
W1,1148,4692.44,1991-12-23
W1,1149,4692.44,1991-12-30
W1,1150,4666.89,1992-01-06
W1,1151,4666.89,1992-01-13
W1,1152,4584.53,1992-01-20
W1,1153,4584.53,1992-01-27
W1,1154,4582.06,1992-02-03
W1,1155,4582.06,1992-02-10
W1,1156,4611.41,1992-02-17
W1,1157,4611.41,1992-02-24
W1,1158,4615.77,1992-03-02
W1,1159,4615.77,1992-03-09
W1,1160,4619.33,1992-03-16
W1,1161,4619.33,1992-03-23
W1,1162,4650.62,1992-03-30
W1,1163,4650.62,1992-04-06
W1,1164,4659.4,1992-04-13
W1,1165,4659.4,1992-04-20
W1,1166,4650.9,1992-04-27
W1,1167,4650.9,1992-05-04
W1,1168,4661.08,1992-05-11
W1,1169,4661.08,1992-05-18
W1,1170,4697.04,1992-05-25
W1,1171,4697.04,1992-06-01
W1,1172,4687.69,1992-06-08
W1,1173,4687.69,1992-06-15
W1,1174,4710.75,1992-06-22
W1,1175,4710.75,1992-06-29
W1,1176,4754.24,1992-07-06
W1,1177,4754.24,1992-07-13
W1,1178,4710.72,1992-07-20
W1,1179,4710.72,1992-07-27
W1,1180,4733.6,1992-08-03
W1,1181,4733.6,1992-08-10
W1,1182,4743.3,1992-08-17
W1,1183,4743.3,1992-08-24
W1,1184,4774.3,1992-08-31
W1,1185,4774.3,1992-09-07
W1,1186,4741.5,1992-09-14
W1,1187,4741.5,1992-09-21
W1,1188,4751.41,1992-09-28
W1,1189,4751.41,1992-10-05
W1,1190,4781.66,1992-10-12
W1,1191,4781.66,1992-10-19
W1,1192,4791.37,1992-10-26
W1,1193,4791.37,1992-11-02
W1,1194,4836.31,1992-11-09
W1,1195,4836.31,1992-11-16
W1,1196,4883.65,1992-11-23
W1,1197,4883.65,1992-11-30
W1,1198,4889.81,1992-12-07
W1,1199,4889.81,1992-12-14
W1,1200,4981.85,1992-12-21
W1,1201,4981.85,1992-12-28
W1,1202,4967.74,1993-01-04
W1,1203,4967.74,1993-01-11
W1,1204,4868.31,1993-01-18
W1,1205,4868.31,1993-01-25
W1,1206,4859.45,1993-02-01
W1,1207,4859.45,1993-02-08
W1,1208,4898.59,1993-02-15
W1,1209,4898.59,1993-02-22
W1,1210,4907.78,1993-03-01
W1,1211,4907.78,1993-03-08
W1,1212,4906.93,1993-03-15
W1,1213,4906.93,1993-03-22
W1,1214,4921.57,1993-03-29
W1,1215,4921.57,1993-04-05
W1,1216,4958.24,1993-04-12
W1,1217,4958.24,1993-04-19
W1,1218,4930.96,1993-04-26
W1,1219,4930.96,1993-05-03
W1,1220,4942.0,1993-05-10
W1,1221,4942.0,1993-05-17
W1,1222,4977.08,1993-05-24
W1,1223,4977.08,1993-05-31
W1,1224,4976.52,1993-06-07
W1,1225,4976.52,1993-06-14
W1,1226,4986.93,1993-06-21
W1,1227,4986.93,1993-06-28
W1,1228,5032.95,1993-07-05
W1,1229,5032.95,1993-07-12
W1,1230,5014.96,1993-07-19
W1,1231,5014.96,1993-07-26
W1,1232,5050.31,1993-08-02
W1,1233,5050.31,1993-08-09
W1,1234,5036.1,1993-08-16
W1,1235,5036.1,1993-08-23
W1,1236,5079.88,1993-08-30
W1,1237,5079.88,1993-09-06
W1,1238,5082.97,1993-09-13
W1,1239,5082.97,1993-09-20
W1,1240,5099.54,1993-09-27
W1,1241,5099.54,1993-10-04
W1,1242,5128.58,1993-10-11
W1,1243,5128.58,1993-10-18
W1,1244,5139.44,1993-10-25
W1,1245,5139.44,1993-11-01
W1,1246,5170.26,1993-11-08
W1,1247,5170.26,1993-11-15
W1,1248,5213.61,1993-11-22
W1,1249,5213.61,1993-11-29
W1,1250,5231.11,1993-12-06
W1,1251,5231.11,1993-12-13
W1,1252,5301.09,1993-12-20
W1,1253,5301.09,1993-12-27
W1,1254,5316.95,1994-01-03
W1,1255,5316.95,1994-01-10
W1,1256,5254.8,1994-01-17
W1,1257,5254.8,1994-01-24
W1,1258,5238.1,1994-01-31
W1,1259,5238.1,1994-02-07
W1,1260,5272.31,1994-02-14
W1,1261,5272.31,1994-02-21
W1,1262,5298.76,1994-02-28
W1,1263,5298.76,1994-03-07
W1,1264,5307.52,1994-03-14
W1,1265,5307.52,1994-03-21
W1,1266,5331.58,1994-03-28
W1,1267,5331.58,1994-04-04
W1,1268,5349.08,1994-04-11
W1,1269,5349.08,1994-04-18
W1,1270,5371.46,1994-04-25
W1,1271,5371.46,1994-05-02
W1,1272,5395.48,1994-05-09
W1,1273,5395.48,1994-05-16
W1,1274,5433.19,1994-05-23
W1,1275,5433.19,1994-05-30
W1,1276,5441.77,1994-06-06
W1,1277,5441.77,1994-06-13
W1,1278,5439.56,1994-06-20
W1,1279,5439.56,1994-06-27
W1,1280,5490.77,1994-07-04
W1,1281,5490.77,1994-07-11
W1,1282,5482.33,1994-07-18
W1,1283,5482.33,1994-07-25
W1,1284,5503.33,1994-08-01
W1,1285,5503.33,1994-08-08
W1,1286,5506.81,1994-08-15
W1,1287,5506.81,1994-08-22
W1,1288,5548.34,1994-08-29
W1,1289,5548.34,1994-09-05
W1,1290,5570.42,1994-09-12
W1,1291,5570.42,1994-09-19
W1,1292,5584.48,1994-09-26
W1,1293,5584.48,1994-10-03
W1,1294,5641.78,1994-10-10
W1,1295,5641.78,1994-10-17
W1,1296,5686.75,1994-10-24
W1,1297,5686.75,1994-10-31
W1,1298,5789.45,1994-11-07
W1,1299,5789.45,1994-11-14
W1,1300,5901.14,1994-11-21
W1,1301,5901.14,1994-11-28
W1,1302,6009.14,1994-12-05
W1,1303,6009.14,1994-12-12
W1,1304,6236.31,1994-12-19
W1,1305,6236.31,1994-12-26
W1,1306,6268.69,1995-01-02
W1,1307,6268.69,1995-01-09
W1,1308,5889.4,1995-01-16
W1,1309,5889.4,1995-01-23
W1,1310,5780.62,1995-01-30
W1,1311,5780.62,1995-02-06
W1,1312,5784.14,1995-02-13
W1,1313,5784.14,1995-02-20
W1,1314,5770.87,1995-02-27
W1,1315,5770.87,1995-03-06
W1,1316,5768.94,1995-03-13
W1,1317,5768.94,1995-03-20
W1,1318,5774.51,1995-03-27
W1,1319,5774.51,1995-04-03
W1,1320,5786.19,1995-04-10
W1,1321,5786.19,1995-04-17
W1,1322,5790.66,1995-04-24
W1,1323,5790.66,1995-05-01
W1,1324,5800.64,1995-05-08
W1,1325,5800.64,1995-05-15
W1,1326,5813.68,1995-05-22
W1,1327,5813.68,1995-05-29
W1,1328,5824.32,1995-06-05
W1,1329,5824.32,1995-06-12
W1,1330,5808.46,1995-06-19
W1,1331,5808.46,1995-06-26
W1,1332,5864.58,1995-07-03
W1,1333,5864.58,1995-07-10
W1,1334,5826.9,1995-07-17
W1,1335,5826.9,1995-07-24
W1,1336,5831.47,1995-07-31
W1,1337,5831.47,1995-08-07
W1,1338,5829.21,1995-08-14
W1,1339,5829.21,1995-08-21
W1,1340,5846.12,1995-08-28
W1,1341,5846.12,1995-09-04
W1,1342,5839.27,1995-09-11
W1,1343,5839.27,1995-09-18
W1,1344,5829.91,1995-09-25
W1,1345,5829.91,1995-10-02
W1,1346,5859.45,1995-10-09
W1,1347,5859.45,1995-10-16
W1,1348,5852.01,1995-10-23
W1,1349,5852.01,1995-10-30
W1,1350,5878.16,1995-11-06
W1,1351,5878.16,1995-11-13
W1,1352,5928.56,1995-11-20
W1,1353,5928.56,1995-11-27
W1,1354,5937.16,1995-12-04
W1,1355,5937.16,1995-12-11
W1,1356,6005.15,1995-12-18
W1,1357,6005.15,1995-12-25
W1,1358,6054.83,1996-01-01
W1,1359,6054.83,1996-01-08
W1,1360,5969.14,1996-01-15
W1,1361,5969.14,1996-01-22
W1,1362,5924.35,1996-01-29
W1,1363,5924.35,1996-02-05
W1,1364,5965.03,1996-02-12
W1,1365,5965.03,1996-02-19
W1,1366,5980.5,1996-02-26
W1,1367,5980.5,1996-03-04
W1,1368,5988.98,1996-03-11
W1,1369,5988.98,1996-03-18
W1,1370,6001.35,1996-03-25
W1,1371,6001.35,1996-04-01
W1,1372,6015.36,1996-04-08
W1,1373,6015.36,1996-04-15
W1,1374,6024.82,1996-04-22
W1,1375,6024.82,1996-04-29
W1,1376,6040.94,1996-05-06
W1,1377,6040.94,1996-05-13
W1,1378,6080.44,1996-05-20
W1,1379,6080.44,1996-05-27
W1,1380,6086.2,1996-06-03
W1,1381,6086.2,1996-06-10
W1,1382,6083.99,1996-06-17
W1,1383,6083.99,1996-06-24
W1,1384,6144.2,1996-07-01
W1,1385,6144.2,1996-07-08
W1,1386,6159.07,1996-07-15
W1,1387,6159.07,1996-07-22
W1,1388,6190.32,1996-07-29
W1,1389,6190.32,1996-08-05
W1,1390,6214.67,1996-08-12
W1,1391,6214.67,1996-08-19
W1,1392,6269.4,1996-08-26
W1,1393,6269.4,1996-09-02
W1,1394,6674.12,1996-09-09
W1,1395,6674.12,1996-09-16
W1,1396,6307.48,1996-09-23
W1,1397,6307.48,1996-09-30
W1,1398,6344.26,1996-10-07
W1,1399,6344.26,1996-10-14
W1,1400,6368.26,1996-10-21
W1,1401,6368.26,1996-10-28
W1,1402,6357.82,1996-11-04
W1,1403,6357.82,1996-11-11
W1,1404,6426.04,1996-11-18
W1,1405,6426.04,1996-11-25
W1,1406,6432.87,1996-12-02
W1,1407,6432.87,1996-12-09
W1,1408,6539.23,1996-12-16
W1,1409,6539.23,1996-12-23
W1,1410,6599.3,1996-12-30
W1,1411,6599.3,1997-01-06
W1,1412,6521.79,1997-01-13
W1,1413,6521.79,1997-01-20
W1,1414,6495.87,1997-01-27
W1,1415,6495.87,1997-02-03
W1,1416,6552.71,1997-02-10
W1,1417,6552.71,1997-02-17
W1,1418,6573.21,1997-02-24
W1,1419,6573.21,1997-03-03
W1,1420,6579.43,1997-03-10
W1,1421,6579.43,1997-03-17
W1,1422,6611.37,1997-03-24
W1,1423,6611.37,1997-03-31
W1,1424,6632.55,1997-04-07
W1,1425,6632.55,1997-04-14
W1,1426,6640.81,1997-04-21
W1,1427,6640.81,1997-04-28
W1,1428,6655.56,1997-05-05
W1,1429,6655.56,1997-05-12
W1,1430,6714.25,1997-05-19
W1,1431,6714.25,1997-05-26
W1,1432,6724.81,1997-06-02
W1,1433,6724.81,1997-06-09
W1,1434,6734.38,1997-06-16
W1,1435,6734.38,1997-06-23
W1,1436,6802.68,1997-06-30
W1,1437,6802.68,1997-07-07
W1,1438,6790.02,1997-07-14
W1,1439,6790.02,1997-07-21
W1,1440,6785.57,1997-07-28
W1,1441,6785.57,1997-08-04
W1,1442,6784.93,1997-08-11
W1,1443,6784.93,1997-08-18
W1,1444,6823.92,1997-08-25
W1,1445,6823.92,1997-09-01
W1,1446,6804.64,1997-09-08
W1,1447,6804.64,1997-09-15
W1,1448,6796.55,1997-09-22
W1,1449,6796.55,1997-09-29
W1,1450,6812.77,1997-10-06
W1,1451,6812.77,1997-10-13
W1,1452,6824.98,1997-10-20
W1,1453,6824.98,1997-10-27
W1,1454,6853.4,1997-11-03
W1,1455,6853.4,1997-11-10
W1,1456,6900.35,1997-11-17
W1,1457,6900.35,1997-11-24
W1,1458,6949.76,1997-12-01
W1,1459,6949.76,1997-12-08
W1,1460,7000.58,1997-12-15
W1,1461,7000.58,1997-12-22
W1,1462,7050.24,1997-12-29
W1,1463,7050.24,1998-01-05
W1,1464,6981.87,1998-01-12
W1,1465,6981.87,1998-01-19
W1,1466,6958.12,1998-01-26
W1,1467,6958.12,1998-02-02
W1,1468,7007.44,1998-02-09
W1,1469,7007.44,1998-02-16
W1,1470,7041.49,1998-02-23
W1,1471,7041.49,1998-03-02
W1,1472,7042.72,1998-03-09
W1,1473,7042.72,1998-03-16
W1,1474,7068.99,1998-03-23
W1,1475,7068.99,1998-03-30
W1,1476,7086.0,1998-04-06
W1,1477,7086.0,1998-04-13
W1,1478,7108.83,1998-04-20
W1,1479,7108.83,1998-04-27
W1,1480,7108.1,1998-05-04
W1,1481,7108.1,1998-05-11
W1,1482,7163.82,1998-05-18
W1,1483,7163.82,1998-05-25
W1,1484,7147.9,1998-06-01
W1,1485,7147.9,1998-06-08
W1,1486,7138.57,1998-06-15
W1,1487,7138.57,1998-06-22
W1,1488,7185.37,1998-06-29
W1,1489,7185.37,1998-07-06
W1,1490,7174.02,1998-07-13
W1,1491,7174.02,1998-07-20
W1,1492,7169.46,1998-07-27
W1,1493,7169.46,1998-08-03
W1,1494,7208.99,1998-08-10
W1,1495,7208.99,1998-08-17
W1,1496,7231.22,1998-08-24
W1,1497,7231.22,1998-08-31
W1,1498,7204.63,1998-09-07
W1,1499,7204.63,1998-09-14
W1,1500,7212.32,1998-09-21
W1,1501,7212.32,1998-09-28
W1,1502,7223.46,1998-10-05
W1,1503,7223.46,1998-10-12
W1,1504,7270.73,1998-10-19
W1,1505,7270.73,1998-10-26
W1,1506,7271.71,1998-11-02
W1,1507,7271.71,1998-11-09
W1,1508,7320.24,1998-11-16
W1,1509,7320.24,1998-11-23
W1,1510,7361.79,1998-11-30
W1,1511,7361.79,1998-12-07
W1,1512,7389.53,1998-12-14
W1,1513,7389.53,1998-12-21
W1,1514,7449.3,1998-12-28
W1,1515,7449.3,1999-01-04
W1,1516,7350.27,1999-01-11
W1,1517,7350.27,1999-01-18
W1,1518,7324.7,1999-01-25
W1,1519,7324.7,1999-02-01
W1,1520,7350.83,1999-02-08
W1,1521,7350.83,1999-02-15
W1,1522,7365.71,1999-02-22
W1,1523,7365.71,1999-03-01
W1,1524,7366.21,1999-03-08
W1,1525,7366.21,1999-03-15
W1,1526,7369.84,1999-03-22
W1,1527,7369.84,1999-03-29
W1,1528,7396.67,1999-04-05
W1,1529,7396.67,1999-04-12
W1,1530,7425.11,1999-04-19
W1,1531,7425.11,1999-04-26
W1,1532,7428.61,1999-05-03
W1,1533,7428.61,1999-05-10
W1,1534,7451.35,1999-05-17
W1,1535,7451.35,1999-05-24
W1,1536,7500.01,1999-05-31
W1,1537,7500.01,1999-06-07
W1,1538,7485.15,1999-06-14
W1,1539,7485.15,1999-06-21
W1,1540,7559.58,1999-06-28
W1,1541,7559.58,1999-07-05
W1,1542,7579.3,1999-07-12
W1,1543,7579.3,1999-07-19
W1,1544,7573.7,1999-07-26
W1,1545,7573.7,1999-08-02
W1,1546,7554.06,1999-08-09
W1,1547,7554.06,1999-08-16
W1,1548,7590.35,1999-08-23
W1,1549,7590.35,1999-08-30
W1,1550,7629.39,1999-09-06
W1,1551,7629.39,1999-09-13
W1,1552,7617.59,1999-09-20
W1,1553,7617.59,1999-09-27
W1,1554,7621.92,1999-10-04
W1,1555,7621.92,1999-10-11
W1,1556,7645.84,1999-10-18
W1,1557,7645.84,1999-10-25
W1,1558,7668.74,1999-11-01
W1,1559,7668.74,1999-11-08
W1,1560,7711.09,1999-11-15
W1,1561,7711.09,1999-11-22
W1,1562,7750.87,1999-11-29
W1,1563,7750.87,1999-12-06
W1,1564,7742.01,1999-12-13
W1,1565,7742.01,1999-12-20
W1,1566,7805.71,1999-12-27
W1,1567,7805.71,2000-01-03
W1,1568,7735.86,2000-01-10
W1,1569,7735.86,2000-01-17
W1,1570,7749.02,2000-01-24
W1,1571,7749.02,2000-01-31
W1,1572,7707.25,2000-02-07
W1,1573,7707.25,2000-02-14
W1,1574,7750.62,2000-02-21
W1,1575,7750.62,2000-02-28
W1,1576,7725.12,2000-03-06
W1,1577,7725.12,2000-03-13
W1,1578,7741.33,2000-03-20
W1,1579,7741.33,2000-03-27
W1,1580,7747.5,2000-04-03
W1,1581,7747.5,2000-04-10
W1,1582,7765.01,2000-04-17
W1,1583,7765.01,2000-04-24
W1,1584,7744.49,2000-05-01
W1,1585,7744.49,2000-05-08
W1,1586,7756.1,2000-05-15
W1,1587,7756.1,2000-05-22
W1,1588,7815.95,2000-05-29
W1,1589,7815.95,2000-06-05
W1,1590,7789.43,2000-06-12
W1,1591,7789.43,2000-06-19
W1,1592,7827.67,2000-06-26
W1,1593,7827.67,2000-07-03
W1,1594,7825.67,2000-07-10
W1,1595,7825.67,2000-07-17
W1,1596,7832.83,2000-07-24
W1,1597,7832.83,2000-07-31
W1,1598,7819.69,2000-08-07
W1,1599,7819.69,2000-08-14
W1,1600,7833.66,2000-08-21
W1,1601,7833.66,2000-08-28
W1,1602,7876.82,2000-09-04
W1,1603,7876.82,2000-09-11
W1,1604,7882.55,2000-09-18
W1,1605,7882.55,2000-09-25
W1,1606,7875.96,2000-10-02
W1,1607,7875.96,2000-10-09
W1,1608,7867.21,2000-10-16
W1,1609,7867.21,2000-10-23
W1,1610,7876.92,2000-10-30
